timestamp,participantID,timeTillConditionInMs,condition,wrongKeysPressedCount,conditionNotReachedPressesCount,reactionTimeInMs
1620231455.3503413,4.0,8.055586338043213,B,0.0,0.0,0.4478199481964111
1620231463.0727713,4.0,2.00027847290039,A,0.0,0.0,0.7266647815704346
1620231474.7971404,4.0,6.077662706375122,B,0.0,0.0,0.3736522197723389
1620231485.363389,4.0,5.029169797897339,B,0.0,0.0,0.4870669841766357
1620231491.6908474,4.0,1.0007801055908203,A,0.0,0.0,0.3439364433288574
1620231501.129632,4.0,4.001859903335571,A,0.0,0.0,0.2824461460113525
1620231538.6868598,4.0,1.999322891235352,A,0.0,0.0,0.8407669067382812
1620231549.2062485,4.0,4.99918007850647,A,0.0,0.0,0.3600175380706787
1620231557.8302872,4.0,3.01806116104126,B,0.0,0.0,0.4650888442993164
1620231565.1697905,4.0,1.9996690750122068,A,0.0,0.0,0.3238508701324463
1620231586.8435838,4.0,16.1374089717865,B,0.0,0.0,0.360318660736084
1620231593.414824,4.0,1.007904052734375,B,0.0,0.0,0.5609369277954102
1620231602.598589,4.0,4.001392364501953,A,0.0,0.0,0.2514674663543701
1620231614.1019125,4.0,6.001351594924928,A,0.0,0.0,0.25476861000061035
1620231623.624752,4.0,4.001260280609132,A,0.0,0.0,0.2778897285461426
1620231632.4091446,4.0,3.017362356185913,B,0.0,0.0,0.5466439723968506
1620232282.1403608,5.0,2.000000238418579,A,0.0,0.0,0.2949347496032715
1620232290.6960552,5.0,3.017514944076538,B,0.0,1.0,0.33116841316223145
1620232298.304217,5.0,2.012358903884888,B,0.0,0.0,0.446645736694336
1620232306.6389165,5.0,2.9993128776550293,A,0.0,0.0,0.2936890125274658
1620232313.265948,5.0,1.0006649494171145,A,0.0,0.0,0.4189832210540772
1620232323.930079,5.0,5.250441074371338,A,0.0,1.0,0.33383703231811523
1620232334.2054641,5.0,5.000890970230103,A,0.0,0.0,0.3584434986114502
1620232345.9232993,5.0,6.062626123428345,B,0.0,0.0,0.5148992538452148
1620232353.224884,5.0,1.999265193939209,A,0.0,0.0,0.3796646595001221
1620232362.7030704,5.0,4.0256123542785645,B,0.0,0.0,0.33133769035339355
1620232400.1494505,5.0,2.009624481201172,B,0.0,0.0,0.29416656494140625
1620232415.8310075,5.0,10.09663724899292,B,0.0,0.0,0.3871884346008301
1620232425.2670345,5.0,3.999497175216675,A,0.0,0.0,0.4210231304168701
1620232433.2430663,5.0,1.9999454021453853,A,0.0,0.0,0.8959498405456543
1620232440.9081054,5.0,2.015587568283081,B,0.0,0.0,0.5470774173736572
1620232449.680964,5.0,2.99984073638916,A,0.0,0.0,0.8350722789764404
1620232458.3455741,5.0,3.031811237335205,B,0.0,0.0,0.4684913158416748
1620232465.7242286,5.0,2.0258877277374268,B,0.0,0.0,0.3517026901245117
1620232476.1941936,5.0,4.999987602233887,A,0.0,0.0,0.3470263481140137
1620232484.6899154,5.0,3.024786710739136,B,0.0,0.0,0.31874704360961914
1620232837.1275625,6.0,3.9990909099578857,A,0.0,0.0,0.2812490463256836
1620232848.9374907,6.0,6.301086664199829,A,0.0,0.0,0.2893698215484619
1620232860.3296196,6.0,6.048355579376222,B,0.0,0.0,0.4340658187866211
1620232867.6447446,6.0,1.999725103378296,A,0.0,0.0,0.2987375259399414
1620232876.2537582,6.0,3.0291690826416016,B,0.0,1.0,0.3785760402679443
1620232882.7074912,6.0,1.0025184154510498,A,0.0,0.0,0.3580873012542725
1620232891.2886136,6.0,3.0314700603485107,B,0.0,0.0,0.4100196361541748
1620232899.586399,6.0,2.9994359016418457,A,0.0,0.0,0.2410879135131836
1620232908.137927,6.0,3.0018634796142583,A,0.0,0.0,0.2906792163848877
1620232919.9212494,6.0,6.30163311958313,A,0.0,0.0,0.27299976348876953
1620232956.1513882,6.0,1.0056421756744385,B,0.0,0.0,0.3000061511993408
1620232973.7694428,6.0,12.09406805038452,B,0.0,0.0,0.3279225826263428
1620232985.1422484,6.0,6.000762701034546,A,0.0,0.0,0.2952282428741455
1620232991.6004162,6.0,1.0013356208801272,A,0.0,0.0,0.25313663482666016
1620232998.1435359,6.0,1.001178503036499,A,0.0,0.0,0.2969744205474853
1620233008.7153628,6.0,5.029938459396362,B,0.0,0.0,0.3396902084350586
1620233018.331173,6.0,4.063587427139281,B,0.0,0.0,0.4200980663299561
1620233024.8062668,6.0,1.005598068237305,B,0.0,0.0,0.4549162387847901
1620233032.2656374,6.0,2.0190646648406982,B,0.0,0.0,0.4001414775848389
1620233041.802995,6.0,4.032063722610474,B,0.0,0.0,0.42574405670166016
1620235486.851924,7.0,3.0160467624664307,B,0.0,0.0,0.4886593818664551
1620235495.2747242,7.0,2.998335361480713,A,0.0,0.0,0.42909765243530273
1620235507.048213,7.0,6.300656318664551,A,0.0,0.0,0.4004056453704834
1620235515.2739997,7.0,3.0339903831481934,B,0.0,0.0,0.39358067512512207
1620235526.7382448,7.0,6.057389497756958,B,0.0,0.0,0.3344545364379883
1620235534.3443348,7.0,2.0354151725769043,B,0.0,0.0,0.4626936912536621
1620235545.7659872,7.0,6.044419050216675,B,0.0,0.0,0.3753533363342285
1620235555.1979423,7.0,4.000411748886108,A,0.0,0.0,0.35056233406066895
1620235563.7531884,7.0,3.00018310546875,A,0.0,0.0,0.40590405464172363
1620235573.228801,7.0,4.0252251625061035,B,0.0,0.0,0.3562788963317871
1620235610.3624034,7.0,2.039891004562378,B,0.0,0.0,0.47629237174987793
1620235618.7632177,7.0,3.0280399322509766,B,0.0,0.0,0.3880622386932373
1620235626.1254525,7.0,2.000749349594116,A,0.0,0.0,0.277998685836792
1620235638.5140262,7.0,6.30110764503479,A,0.0,0.0,0.8670060634613037
1620235648.9629803,7.0,5.2515411376953125,A,0.0,0.0,0.36403703689575195
1620235661.280025,7.0,7.081323623657227,B,0.0,0.0,0.35332775115966797
1620235670.166837,7.0,3.0002899169921875,A,0.0,0.0,0.8201603889465332
1620235677.000842,7.0,1.0010197162628174,A,0.0,0.0,0.6540842056274414
1620235683.3408585,7.0,1.0177605152130127,B,0.0,0.0,0.4764435291290283
1620235692.6553037,7.0,4.001796722412109,A,0.0,0.0,0.3082759380340576
